Suburb,Year,pop_est,incidents_recorded,Number of Records,incidents_per_1000_people
CROSSLEY,2017,188,6,5,31.91489362
CROSSLEY,2018,161,12,7,74.53416149
CROSSLEY,2019,134,5,3,37.31343284
CROSSLEY,2020,107,2,2,18.69158879
CROYDON,2011,23553,1087,53,46.15123339
CROYDON,2012,24231,980,49,40.44405926
CROYDON,2013,24910,1142,58,45.84504215
CROYDON,2014,25588,1376,54,53.77520713
CROYDON,2015,26267,1365,53,51.9663456
CROYDON,2016,26946,1448,58,53.73710384
CROYDON,2017,27625,1426,59,51.6199095
CROYDON,2018,28304,1218,52,43.03278689
CROYDON,2019,28983,1345,54,46.40651416
CROYDON,2020,29662,1357,59,45.74876947
CROYDON HILLS,2011,5185,51,17,9.836065574
CROYDON HILLS,2012,5146,53,16,10.29926156
CROYDON HILLS,2013,5107,60,19,11.74858038
CROYDON HILLS,2014,5069,62,19,12.23120931
CROYDON HILLS,2015,5030,105,20,20.87475149
CROYDON HILLS,2016,4992,99,27,19.83173077
CROYDON HILLS,2017,4954,81,19,16.3504239
CROYDON HILLS,2018,4916,53,17,10.78112286
CROYDON HILLS,2019,4878,70,19,14.3501435
CROYDON HILLS,2020,4840,76,20,15.70247934
CROYDON NORTH,2011,7693,128,30,16.63850253
CROYDON NORTH,2012,7726,123,25,15.92026922
CROYDON NORTH,2013,7759,170,31,21.91003995
CROYDON NORTH,2014,7793,146,32,18.73476197
CROYDON NORTH,2015,7826,202,31,25.8113979
CROYDON NORTH,2016,7860,190,32,24.17302799
CROYDON NORTH,2017,7894,198,32,25.08234102
CROYDON NORTH,2018,7928,127,29,16.01917255
CROYDON NORTH,2019,7962,150,24,18.83948757
CROYDON NORTH,2020,7996,197,34,24.63731866
CROYDON SOUTH,2011,4532,143,26,31.55339806
CROYDON SOUTH,2012,4540,136,28,29.95594714
CROYDON SOUTH,2013,4548,135,31,29.68337731
CROYDON SOUTH,2014,4556,178,34,39.06935909
CROYDON SOUTH,2015,4564,125,29,27.38825592
CROYDON SOUTH,2016,4572,205,33,44.83814523
CROYDON SOUTH,2017,4580,183,33,39.95633188
CROYDON SOUTH,2018,4588,148,32,32.25806452
CROYDON SOUTH,2019,4596,180,33,39.16449086
CROYDON SOUTH,2020,4604,193,32,41.9200695
CUDGEE,2011,351,5,3,14.24501425
CUDGEE,2013,,4,4,0
CUDGEE,2014,,5,5,0
CUDGEE,2015,,3,3,0
CUDGEE,2016,238,3,3,12.60504202
CUDGEE,2017,,1,1,0
CUDGEE,2018,,4,3,0
CUDGEE,2019,,5,4,0
CUDGEE,2020,,4,2,0
CUDGEWA,2011,413,4,4,9.685230024
CUDGEWA,2012,382,4,3,10.47120419
CUDGEWA,2013,352,1,1,2.840909091
CUDGEWA,2014,321,5,3,15.57632399
CUDGEWA,2015,291,1,1,3.436426117
CUDGEWA,2016,261,1,1,3.831417625
CUDGEWA,2017,231,3,3,12.98701299
CUDGEWA,2018,201,2,2,9.950248756
CUDGEWA,2019,171,1,1,5.847953216
CUDGEWA,2020,141,1,1,7.092198582
CULGOA,2011,339,1,1,2.949852507
CULGOA,2013,,1,1,0
CULGOA,2014,,3,2,0
CULGOA,2015,,1,1,0
CULGOA,2016,101,3,3,29.7029703
CULGOA,2017,,8,6,0
CULGOA,2018,,1,1,0
CULGOA,2019,,4,1,0
CULGOA,2020,,1,1,0
CURLEWIS,2011,223,4,3,17.93721973
CURLEWIS,2012,488,18,6,36.8852459
CURLEWIS,2013,754,8,4,10.61007958
CURLEWIS,2014,1019,39,9,38.27281649
CURLEWIS,2015,1285,57,12,44.35797665
CURLEWIS,2016,1551,82,16,52.8691167
CURLEWIS,2017,1817,76,20,41.82718767
CURLEWIS,2018,2083,65,22,31.2049928
CURLEWIS,2019,2349,96,24,40.86845466
CURLEWIS,2020,2615,131,24,50.09560229
DAISY HILL,2011,433,6,5,13.85681293
DAISY HILL,2012,423,4,3,9.456264775
DAISY HILL,2013,413,4,3,9.685230024
DAISY HILL,2014,404,1,1,2.475247525
DAISY HILL,2015,394,7,6,17.76649746
DAISY HILL,2016,385,5,5,12.98701299
DAISY HILL,2017,376,5,5,13.29787234
DAISY HILL,2018,367,6,5,16.34877384
DAISY HILL,2019,358,13,6,36.31284916
DAISY HILL,2020,349,14,10,40.11461318
DALES CREEK,2011,412,6,4,14.5631068
DALES CREEK,2012,409,2,1,4.88997555
DALES CREEK,2013,406,4,3,9.852216749
DALES CREEK,2014,403,4,3,9.925558313
DALES CREEK,2015,400,13,6,32.5
DALES CREEK,2016,398,10,9,25.12562814
DALES CREEK,2017,396,6,5,15.15151515
DALES CREEK,2018,394,7,4,17.76649746
DALES CREEK,2019,392,6,3,15.30612245
DALES CREEK,2020,390,4,4,10.25641026
DALLAS,2011,6480,355,36,54.78395062
DALLAS,2012,6546,431,42,65.84173541
DALLAS,2013,6612,388,38,58.68118572
DALLAS,2014,6678,397,39,59.44893681
DALLAS,2015,6744,403,39,59.75682088
DALLAS,2016,6810,417,41,61.23348018
DALLAS,2017,6876,456,46,66.31762653
DALLAS,2018,6942,401,45,57.76433305
DALLAS,2019,7008,365,46,52.08333333
DALLAS,2020,7074,450,47,63.61323155
DALYSTON,2011,606,19,12,31.35313531
DALYSTON,2012,601,21,13,34.94176373
DALYSTON,2013,596,7,6,11.74496644
DALYSTON,2014,592,14,10,23.64864865
DALYSTON,2015,587,28,13,47.70017036
DALYSTON,2016,583,37,18,63.46483705
DALYSTON,2017,579,35,18,60.44905009
DALYSTON,2018,575,31,14,53.91304348
DALYSTON,2019,571,35,18,61.29597198
DALYSTON,2020,567,35,18,61.72839506
DANDENONG,2011,24919,4877,70,195.7141137
DANDENONG,2012,25916,5229,73,201.767248
DANDENONG,2013,26913,5662,71,210.3816
DANDENONG,2014,27911,5462,70,195.6934542
DANDENONG,2015,28908,6078,69,210.2532171
DANDENONG,2016,29906,7070,70,236.4074099
DANDENONG,2017,30904,5972,69,193.2435931
DANDENONG,2018,31902,5871,68,184.0323491
DANDENONG,2019,32900,6077,70,184.7112462
DANDENONG,2020,33898,6249,66,184.3471591
DANDENONG NORTH,2011,21910,794,46,36.2391602
DANDENONG NORTH,2012,22018,866,48,39.33145608
DANDENONG NORTH,2013,22126,955,48,43.16189099
DANDENONG NORTH,2014,22234,903,50,40.61347486
DANDENONG NORTH,2015,22342,990,48,44.31116283
DANDENONG NORTH,2016,22451,1176,47,52.38074028
DANDENONG NORTH,2017,22560,1228,51,54.43262411
DANDENONG NORTH,2018,22669,1089,49,48.03917244
DANDENONG NORTH,2019,22778,1092,50,47.9409957
DANDENONG NORTH,2020,22887,1298,53,56.7134181
DANDENONG SOUTH,2011,358,541,33,1511.173184
DANDENONG SOUTH,2012,318,595,37,1871.069182
DANDENONG SOUTH,2013,278,610,37,2194.244604
DANDENONG SOUTH,2014,239,635,37,2656.903766
DANDENONG SOUTH,2015,199,821,40,4125.628141
DANDENONG SOUTH,2016,160,1028,40,6425
DANDENONG SOUTH,2017,140,808,45,5771.428571
DANDENONG SOUTH,2018,121,684,41,5652.892562
DANDENONG SOUTH,2019,109,905,48,8302.752294
DANDENONG SOUTH,2020,103,766,45,7436.893204
DARGO,2011,148,17,10,114.8648649
DARGO,2012,138,10,5,72.46376812
DARGO,2013,128,12,9,93.75
DARGO,2014,118,14,10,118.6440678
DARGO,2015,108,21,15,194.4444444
DARGO,2016,99,16,9,161.6161616
DARGO,2017,90,24,17,266.6666667
DARGO,2018,81,16,11,197.5308642
DARGO,2019,72,15,11,208.3333333
DARGO,2020,63,14,10,222.2222222
DARLEY,2011,7418,167,23,22.51280669
DARLEY,2012,7608,227,30,29.83701367
DARLEY,2013,7799,234,31,30.00384665
DARLEY,2014,7990,204,27,25.53191489
DARLEY,2015,8181,219,33,26.7693436
DARLEY,2016,8372,291,37,34.75871954
DARLEY,2017,8563,293,45,34.21698003
DARLEY,2018,8754,355,41,40.55289011
DARLEY,2019,8945,325,41,36.33314701
DARLEY,2020,9136,307,40,33.6033275
DARNUM,2011,668,17,14,25.4491018
DARNUM,2012,684,18,11,26.31578947
DARNUM,2013,701,20,13,28.53067047
DARNUM,2014,717,21,13,29.28870293
DARNUM,2015,734,13,12,17.71117166
DARNUM,2016,751,26,15,34.62050599
DARNUM,2017,768,29,16,37.76041667
DARNUM,2018,785,34,19,43.31210191
DARNUM,2019,802,44,19,54.86284289
DARNUM,2020,819,42,19,51.28205128
DARRAWEIT GUIM,2011,423,6,4,14.18439716
DARRAWEIT GUIM,2012,418,5,3,11.96172249
DARRAWEIT GUIM,2013,414,6,5,14.49275362
DARRAWEIT GUIM,2014,410,15,9,36.58536585
DARRAWEIT GUIM,2015,406,4,4,9.852216749
DARRAWEIT GUIM,2016,402,15,8,37.31343284
DARRAWEIT GUIM,2017,398,15,7,37.68844221
DARRAWEIT GUIM,2018,394,27,14,68.52791878
DARRAWEIT GUIM,2019,390,17,12,43.58974359
DARRAWEIT GUIM,2020,386,10,6,25.90673575
DARTMOOR,2011,263,5,4,19.01140684
DARTMOOR,2012,274,7,5,25.54744526
DARTMOOR,2013,286,7,6,24.47552448
DARTMOOR,2014,298,5,4,16.77852349
DARTMOOR,2015,310,3,2,9.677419355
DARTMOOR,2016,322,5,5,15.52795031
DARTMOOR,2017,334,5,5,14.97005988
DARTMOOR,2018,346,7,5,20.23121387
DARTMOOR,2019,358,5,5,13.96648045
DARTMOOR,2020,370,15,9,40.54054054
DAYLESFORD,2011,2565,157,29,61.208577
DAYLESFORD,2012,2561,178,33,69.50409996
DAYLESFORD,2013,2558,166,30,64.89444879
DAYLESFORD,2014,2554,133,30,52.07517619
DAYLESFORD,2015,2551,120,32,47.04037632
DAYLESFORD,2016,2548,150,29,58.86970173
DAYLESFORD,2017,2545,177,35,69.5481336
DAYLESFORD,2018,2542,174,34,68.45003934
DAYLESFORD,2019,2539,209,33,82.31587239
DAYLESFORD,2020,2536,167,35,65.85173502
DEAN,2011,354,2,2,5.649717514
DEAN,2012,,1,1,0
DEAN,2013,,2,1,0
DEAN,2014,,1,1,0
DEAN,2015,,4,4,0
DEAN,2016,120,6,3,50
DEAN,2017,,3,3,0
DEAN,2018,,4,3,0
DEAN,2019,,5,5,0
DEAN,2020,,2,2,0
DEANS MARSH,2011,373,4,3,10.72386059
DEANS MARSH,2012,352,8,6,22.72727273
DEANS MARSH,2013,331,5,3,15.10574018
DEANS MARSH,2014,310,5,4,16.12903226
DEANS MARSH,2015,289,7,4,24.22145329
DEANS MARSH,2016,269,9,5,33.45724907
DEANS MARSH,2017,249,2,1,8.032128514
DEANS MARSH,2018,229,8,6,34.93449782
DEANS MARSH,2019,209,7,7,33.49282297
DEANS MARSH,2020,189,5,5,26.45502646
DEDERANG,2011,307,3,3,9.771986971
DEDERANG,2012,279,1,1,3.584229391
DEDERANG,2013,251,9,7,35.85657371
DEDERANG,2014,223,9,6,40.35874439
DEDERANG,2015,195,8,8,41.02564103
DEDERANG,2016,167,15,7,89.82035928
DEDERANG,2017,139,1,1,7.194244604
DEDERANG,2018,111,4,4,36.03603604
DEDERANG,2019,83,9,8,108.4337349
DEDERANG,2020,55,1,1,18.18181818
DEEP LEAD,2011,321,7,6,21.80685358
DEEP LEAD,2012,297,3,3,10.1010101
DEEP LEAD,2013,274,7,5,25.54744526
DEEP LEAD,2014,250,7,5,28
DEEP LEAD,2015,227,2,2,8.810572687
DEEP LEAD,2016,204,10,7,49.01960784
DEEP LEAD,2017,181,23,11,127.0718232
DEEP LEAD,2018,158,13,6,82.27848101
DEEP LEAD,2019,135,9,6,66.66666667
DEEP LEAD,2020,112,11,7,98.21428571
DEEPDENE,2011,2379,44,10,18.49516604
DEEPDENE,2012,2310,45,9,19.48051948
DEEPDENE,2013,2241,48,10,21.41900937
DEEPDENE,2014,2172,63,12,29.00552486
DEEPDENE,2015,2103,62,13,29.48169282
DEEPDENE,2016,2035,88,23,43.24324324
DEEPDENE,2017,1967,79,19,40.16268429
DEEPDENE,2018,1899,40,12,21.06371775
DEEPDENE,2019,1831,42,16,22.93828509
DEEPDENE,2020,1763,61,20,34.60011344
DEER PARK,2011,16204,1298,47,80.1036781
DEER PARK,2012,16588,1205,46,72.64287437
DEER PARK,2013,16972,1186,47,69.87980203
DEER PARK,2014,17357,1047,49,60.32148413
DEER PARK,2015,17741,1228,51,69.21819514
DEER PARK,2016,18126,1461,49,80.60244952
DEER PARK,2017,18511,1142,53,61.69304738
DEER PARK,2018,18896,1165,54,61.65325995
DEER PARK,2019,19281,1165,52,60.42217727
DEER PARK,2020,19666,1515,53,77.03650971
DELACOMBE,2011,4932,316,30,64.07137064
DELACOMBE,2012,5205,422,37,81.07588857
DELACOMBE,2013,5478,427,34,77.94815626
DELACOMBE,2014,5751,323,37,56.16414537
DELACOMBE,2015,6024,437,38,72.54316069
DELACOMBE,2016,6297,544,42,86.39034461
DELACOMBE,2017,6570,441,37,67.12328767
DELACOMBE,2018,6843,429,41,62.69180184
DELACOMBE,2019,7116,427,41,60.00562114
DELACOMBE,2020,7389,518,37,70.10420896
DELAHEY,2011,8443,341,35,40.3884875
DELAHEY,2012,8422,451,38,53.5502256
DELAHEY,2013,8401,458,38,54.51731937
DELAHEY,2014,8380,389,42,46.42004773
DELAHEY,2015,8359,454,38,54.31271683
DELAHEY,2016,8339,378,38,45.32917616
DELAHEY,2017,8319,300,36,36.06202669
DELAHEY,2018,8299,314,39,37.83588384
DELAHEY,2019,8279,251,32,30.31767122
DELAHEY,2020,8259,278,41,33.66024942
DENISON,2011,416,10,7,24.03846154
DENISON,2012,426,5,5,11.7370892
DENISON,2013,437,13,8,29.74828375
DENISON,2014,447,16,9,35.79418345
DENISON,2015,458,11,7,24.01746725
DENISON,2016,469,14,9,29.85074627
DENISON,2017,480,16,10,33.33333333
DENISON,2018,491,4,4,8.146639511
DENISON,2019,502,17,10,33.86454183
DENISON,2020,513,19,10,37.03703704
DENNINGTON,2011,1557,19,9,12.2029544
DENNINGTON,2012,1627,25,10,15.36570375
DENNINGTON,2013,1697,20,10,11.78550383
DENNINGTON,2014,1767,46,19,26.032824
DENNINGTON,2015,1837,31,14,16.87534023
DENNINGTON,2016,1907,45,14,23.5972732
DENNINGTON,2017,1977,44,21,22.25594335
DENNINGTON,2018,2047,31,17,15.14411334
DENNINGTON,2019,2117,39,19,18.4222957
DENNINGTON,2020,2187,50,18,22.86236854
DEREEL,2011,586,6,4,10.23890785
DEREEL,2012,575,14,8,24.34782609
DEREEL,2013,564,10,8,17.73049645
DEREEL,2014,554,11,8,19.85559567
DEREEL,2015,543,12,6,22.09944751
DEREEL,2016,533,37,16,69.41838649
DEREEL,2017,523,23,10,43.97705545
DEREEL,2018,513,24,11,46.78362573
DEREEL,2019,503,10,6,19.88071571
DEREEL,2020,493,9,5,18.25557809
DERRIMUT,2011,5992,484,35,80.77436582
DERRIMUT,2012,6447,556,41,86.24166279
DERRIMUT,2013,6902,478,40,69.25528832
DERRIMUT,2014,7358,363,42,49.33405817
DERRIMUT,2015,7813,417,41,53.37258415
DERRIMUT,2016,8269,523,49,63.2482767
DERRIMUT,2017,8725,443,44,50.77363897
DERRIMUT,2018,9181,497,46,54.13353665
DERRIMUT,2019,9637,558,47,57.90183667
DERRIMUT,2020,10093,670,54,66.38264143
DERRINALLUM,2011,512,10,9,19.53125
DERRINALLUM,2012,492,19,12,38.61788618
DERRINALLUM,2013,473,6,5,12.68498943
DERRINALLUM,2014,453,7,5,15.45253863
DERRINALLUM,2015,434,8,7,18.43317972
DERRINALLUM,2016,415,12,11,28.91566265
DERRINALLUM,2017,396,17,10,42.92929293
DERRINALLUM,2018,377,2,2,5.305039788
DERRINALLUM,2019,358,5,3,13.96648045
DERRINALLUM,2020,339,8,5,23.59882006
DEVENISH,2011,360,4,2,11.11111111
DEVENISH,2012,327,2,2,6.116207951
DEVENISH,2013,294,4,3,13.60544218
DEVENISH,2014,262,5,5,19.08396947
DEVENISH,2015,229,4,3,17.46724891
DEVENISH,2016,197,5,2,25.38071066
DEVENISH,2017,165,4,4,24.24242424
DEVENISH,2018,133,2,2,15.03759398
DEVENISH,2019,101,3,3,29.7029703
DEVENISH,2020,69,5,5,72.46376812
DEVON MEADOWS,2011,1606,37,13,23.03860523
DEVON MEADOWS,2012,1594,39,15,24.46675031
DEVON MEADOWS,2013,1582,42,22,26.54867257
DEVON MEADOWS,2014,1571,25,13,15.91343094
DEVON MEADOWS,2015,1559,41,19,26.29890956
DEVON MEADOWS,2016,1548,63,19,40.69767442
DEVON MEADOWS,2017,1537,64,23,41.63955758
DEVON MEADOWS,2018,1526,64,22,41.93971166
DEVON MEADOWS,2019,1515,72,22,47.52475248
DEVON MEADOWS,2020,1504,41,18,27.2606383
DEVON NORTH,2011,478,1,1,2.092050209
DEVON NORTH,2012,451,2,2,4.4345898
DEVON NORTH,2013,424,3,2,7.075471698
DEVON NORTH,2014,397,3,2,7.556675063
DEVON NORTH,2015,370,6,6,16.21621622
DEVON NORTH,2016,344,6,5,17.44186047
DEVON NORTH,2017,318,13,10,40.88050314
DEVON NORTH,2018,292,4,4,13.69863014
DEVON NORTH,2019,266,3,3,11.27819549
DEVON NORTH,2020,240,4,3,16.66666667
DEWHURST,2011,134,9,5,67.1641791
DEWHURST,2012,140,4,3,28.57142857
DEWHURST,2013,146,3,2,20.54794521
DEWHURST,2014,152,13,10,85.52631579
DEWHURST,2015,158,7,5,44.30379747
DEWHURST,2016,164,14,11,85.36585366
DEWHURST,2017,170,9,7,52.94117647
DEWHURST,2018,176,12,6,68.18181818
DEWHURST,2019,182,6,6,32.96703297
DEWHURST,2020,188,4,4,21.27659574
DHURRINGILE,2011,414,8,4,19.3236715
DHURRINGILE,2012,420,2,2,4.761904762
DHURRINGILE,2013,426,6,4,14.08450704
DHURRINGILE,2014,432,3,3,6.944444444
DHURRINGILE,2015,438,5,5,11.41552511
DHURRINGILE,2016,445,11,9,24.71910112
DHURRINGILE,2017,452,3,3,6.637168142
DHURRINGILE,2018,459,8,5,17.4291939
DHURRINGILE,2019,466,6,6,12.87553648
DHURRINGILE,2020,473,6,5,12.68498943
DIAMOND CREEK,2011,11504,293,38,25.46940195
DIAMOND CREEK,2012,11549,381,41,32.98986925
DIAMOND CREEK,2013,11595,384,45,33.11772316
DIAMOND CREEK,2014,11641,331,43,28.43398333
DIAMOND CREEK,2015,11687,406,44,34.73945409
DIAMOND CREEK,2016,11733,534,45,45.51265661
DIAMOND CREEK,2017,11779,457,38,38.7978606
DIAMOND CREEK,2018,11825,406,43,34.33403805
DIAMOND CREEK,2019,11871,409,40,34.45371072
DIAMOND CREEK,2020,11917,368,42,30.8802551
DIGBY,2011,222,2,1,9.009009009
DIGBY,2012,,2,2,0
DIGBY,2013,,3,3,0
DIGBY,2014,,4,2,0
DIGBY,2015,,6,5,0
DIGBY,2016,124,6,5,48.38709677
DIGBY,2017,,3,3,0
DIGBY,2018,,3,3,0
DIGBY,2020,,2,2,0
DIGGERS REST,2011,2275,105,33,46.15384615
DIGGERS REST,2012,2372,104,32,43.84485666
DIGGERS REST,2013,2470,113,30,45.74898785
DIGGERS REST,2014,2567,156,41,60.7713284
DIGGERS REST,2015,2665,200,38,75.04690432
DIGGERS REST,2016,2763,230,47,83.24285197
DIGGERS REST,2017,2861,237,44,82.83816847
DIGGERS REST,2018,2959,226,48,76.37715444
DIGGERS REST,2019,3057,256,41,83.74223095
DIGGERS REST,2020,3155,212,51,67.19492868
DIGGORA,2011,206,1,1,4.854368932
DIGGORA,2012,183,5,4,27.32240437
DIGGORA,2013,161,1,1,6.211180124
DIGGORA,2014,138,1,1,7.246376812
DIGGORA,2015,116,7,4,60.34482759
DIGGORA,2016,94,5,4,53.19148936
DIGGORA,2017,72,3,3,41.66666667
DIGGORA,2018,50,3,3,60
DIGGORA,2019,28,1,1,35.71428571
DIGGORA,2020,6,4,3,666.6666667
DIMBOOLA,2011,1662,43,20,25.87244284
DIMBOOLA,2012,1675,47,19,28.05970149
DIMBOOLA,2013,1689,54,22,31.97158082
DIMBOOLA,2014,1702,50,24,29.37720329
DIMBOOLA,2015,1716,65,24,37.87878788
DIMBOOLA,2016,1730,71,21,41.04046243
DIMBOOLA,2017,1744,90,36,51.60550459
DIMBOOLA,2018,1758,95,32,54.03868032
DIMBOOLA,2019,1772,84,28,47.40406321
DIMBOOLA,2020,1786,107,29,59.91041433
DINGEE,2011,324,6,5,18.51851852
DINGEE,2012,300,8,5,26.66666667
DINGEE,2013,276,3,3,10.86956522
DINGEE,2014,253,11,8,43.47826087
DINGEE,2015,229,3,3,13.10043668
DINGEE,2016,206,5,5,24.27184466
DINGEE,2017,183,10,8,54.64480874
DINGEE,2018,160,6,5,37.5
DINGEE,2019,137,12,9,87.59124088
DINGEE,2020,114,9,4,78.94736842
DINGLEY VILLAGE,2011,10186,310,38,30.43392892
DINGLEY VILLAGE,2012,10212,258,36,25.26439483
DINGLEY VILLAGE,2013,10239,245,37,23.92811798
DINGLEY VILLAGE,2014,10266,278,33,27.0796805
DINGLEY VILLAGE,2015,10293,336,37,32.64354416
DINGLEY VILLAGE,2016,10320,414,39,40.11627907
DINGLEY VILLAGE,2017,10347,339,37,32.76311974
DINGLEY VILLAGE,2018,10374,319,35,30.7499518
DINGLEY VILLAGE,2019,10401,385,41,37.01567157
DINGLEY VILLAGE,2020,10428,353,41,33.85116993
DINNER PLAIN,2011,143,4,4,27.97202797
DINNER PLAIN,2012,,1,1,0
DINNER PLAIN,2013,,6,4,0
DINNER PLAIN,2014,,2,2,0
DINNER PLAIN,2016,230,4,4,17.39130435
DINNER PLAIN,2017,,10,7,0
DINNER PLAIN,2018,,10,9,0
DINNER PLAIN,2019,,10,6,0
DINNER PLAIN,2020,,3,2,0
DIXONS CREEK,2011,336,13,8,38.69047619
DIXONS CREEK,2012,335,9,6,26.86567164
DIXONS CREEK,2013,335,10,6,29.85074627
DIXONS CREEK,2014,334,8,6,23.95209581
DIXONS CREEK,2015,334,7,6,20.95808383
DIXONS CREEK,2016,334,12,9,35.92814371
DIXONS CREEK,2017,334,19,10,56.88622754
DIXONS CREEK,2018,334,14,11,41.91616766
DIXONS CREEK,2019,334,12,12,35.92814371
DIXONS CREEK,2020,334,20,14,59.88023952
DOCKLANDS,2011,5791,1297,71,223.9682266
DOCKLANDS,2012,6825,1229,83,180.0732601
DOCKLANDS,2013,7860,1163,74,147.9643766
DOCKLANDS,2014,8894,1222,89,137.3959973
DOCKLANDS,2015,9929,1428,87,143.82113
DOCKLANDS,2016,10964,1630,77,148.6683692
DOCKLANDS,2017,11999,1850,90,154.179515
DOCKLANDS,2018,13034,2402,88,184.2872487
DOCKLANDS,2019,14069,2152,81,152.9604094
DOCKLANDS,2020,15104,2534,91,167.7701271
DON VALLEY,2011,563,16,8,28.41918295
DON VALLEY,2012,565,4,4,7.079646018
DON VALLEY,2013,568,6,5,10.56338028
DON VALLEY,2014,570,12,9,21.05263158
DON VALLEY,2015,573,14,8,24.43280977
DON VALLEY,2016,576,25,12,43.40277778
DON VALLEY,2017,579,17,12,29.36096718
DON VALLEY,2018,582,11,8,18.90034364
DON VALLEY,2019,585,34,20,58.11965812
DON VALLEY,2020,588,22,13,37.41496599
DONALD,2011,1693,116,27,68.51742469
DONALD,2012,1654,49,18,29.62515115
DONALD,2013,1615,44,15,27.24458204
DONALD,2014,1576,54,17,34.26395939
DONALD,2015,1537,63,21,40.98893949
DONALD,2016,1498,43,15,28.70493992
DONALD,2017,1459,36,16,24.67443454
DONALD,2018,1420,27,13,19.01408451
DONALD,2019,1381,57,19,41.27443881
DONALD,2020,1342,119,25,88.67362146
DONCASTER,2011,18359,935,47,50.92869982
DONCASTER,2012,18876,1152,57,61.02987921
DONCASTER,2013,19393,1098,55,56.61836745
DONCASTER,2014,19911,1148,58,57.65657174
DONCASTER,2015,20428,1117,57,54.67985118
DONCASTER,2016,20946,1132,54,54.0437315
DONCASTER,2017,21464,1183,60,55.1155423
DONCASTER,2018,21982,1081,49,49.17659904
DONCASTER,2019,22500,1130,58,50.22222222
DONCASTER,2020,23018,1219,58,52.95855417
DONCASTER EAST,2011,27047,603,41,22.29452435
DONCASTER EAST,2012,27309,643,48,23.54535135
DONCASTER EAST,2013,27572,636,48,23.06687944
DONCASTER EAST,2014,27834,621,43,22.31084285
DONCASTER EAST,2015,28097,686,49,24.41541802
DONCASTER EAST,2016,28360,897,53,31.62905501
DONCASTER EAST,2017,28623,884,48,30.88425392
DONCASTER EAST,2018,28886,741,50,25.65256526
DONCASTER EAST,2019,29149,831,46,28.5086967
DONCASTER EAST,2020,29412,752,45,25.56779546
DONNYBROOK,2011,169,11,9,65.08876
DONNYBROOK,2012,169,23,10,136.094677
DONNYBROOK,2013,169,29,17,171.597636
DONNYBROOK,2014,169,23,13,136.094678
DONNYBROOK,2015,169,21,12,124.260358
DONNYBROOK,2016,169,48,18,284.023673
DONNYBROOK,2017,169,47,24,278.106515
DONNYBROOK,2018,169,46,22,272.189353
DONNYBROOK,2019,169,65,26,384.615389
DONNYBROOK,2020,169,73,26,431.952666
DONVALE,2011,11795,185,28,15.68461212
DONVALE,2012,11905,169,27,14.19571609
DONVALE,2013,12015,144,33,11.98501873
DONVALE,2014,12126,213,35,17.5655616
DONVALE,2015,12236,203,39,16.59038902
DONVALE,2016,12347,285,33,23.08253017
DONVALE,2017,12458,268,32,21.51228127
DONVALE,2018,12569,262,35,20.84493595
DONVALE,2019,12680,318,39,25.07886435
DONVALE,2020,12791,200,38,15.63599406
DOOKIE,2011,517,7,6,13.53965184
DOOKIE,2012,479,8,6,16.70146138
DOOKIE,2013,441,10,4,22.67573696
DOOKIE,2014,403,12,5,29.77667494
DOOKIE,2015,365,7,5,19.17808219
DOOKIE,2016,328,7,5,21.34146341
DOOKIE,2017,291,13,10,44.67353952
DOOKIE,2018,254,10,6,39.37007874
DOOKIE,2019,217,13,7,59.9078341
DOOKIE,2020,180,8,7,44.44444444
DOREEN,2011,11276,350,34,31.03937567
DOREEN,2012,13280,496,43,37.34939759
DOREEN,2013,15284,554,55,36.24705574
DOREEN,2014,17289,554,52,32.04349586
DOREEN,2015,19293,692,60,35.86793137
DOREEN,2016,21298,921,57,43.24349704
DOREEN,2017,23303,833,59,35.74647041
DOREEN,2018,25308,710,56,28.05437016
DOREEN,2019,27313,631,60,23.1025519
DOREEN,2020,29318,691,56,23.56913841
DOUGLAS,2013,,1,1,0
DOUGLAS,2017,,4,2,0
DOUGLAS,2020,,2,2,0
DOVETON,2011,8404,531,39,63.184198
DOVETON,2012,8594,574,44,66.79078427
DOVETON,2013,8785,792,53,90.15367103
DOVETON,2014,8976,882,50,98.26203209
DOVETON,2015,9167,813,49,88.68768408
DOVETON,2016,9358,953,50,101.8379996
DOVETON,2017,9549,942,49,98.6490732
DOVETON,2018,9740,853,48,87.57700205
DOVETON,2019,9931,964,56,97.06978149
DOVETON,2020,10122,820,45,81.01165778
DREEITE,2011,276,2,1,7.246376812
DREEITE,2012,,1,1,0
DREEITE,2013,,1,1,0
DREEITE,2015,,4,3,0
DREEITE,2016,55,5,4,90.90909091
DREEITE,2018,,1,1,0
DREEITE,2019,,5,3,0
DREEITE,2020,,5,4,0
DROMANA,2011,5126,275,39,53.64806867
DROMANA,2012,5261,348,41,66.14712032
DROMANA,2013,5396,319,43,59.11786509
DROMANA,2014,5532,401,43,72.48734635
DROMANA,2015,5667,350,45,61.76107288
DROMANA,2016,5803,473,45,81.50956402
DROMANA,2017,5939,430,43,72.40276141
DROMANA,2018,6075,448,45,73.74485597
DROMANA,2019,6211,474,48,76.31621317
DROMANA,2020,6347,490,43,77.20182764
DROUIN,2011,9686,413,44,42.63886021
DROUIN,2012,10218,491,52,48.05245645
DROUIN,2013,10751,610,49,56.73890801
